BarCode;MATERIAL
5601448048101;1222895
4600566785494;1124389
5908241631685;1117214
4600286001553;1098357
2368447000000;1254026
4601339001018;1000588
4606088019604;1286754
4601351008743;1277116
4606055966320;1223147
5010677028899;1264466
4631139722790;1286620
2491382000000;2014015
4605874001502;1103067
2366441000000;2011511
8001090481160;1281805
8719202388589;1286033
7930061180096;1276727
3262151501752;1055904
4612733310040;1055966
4607081280602;1007506
2366603000000;1242058
4690228029769;1270518
6927346813870;1286690
4607024854105;1270697
4620006001649;1250728
8009735091217;1040775
8714100706831;1266980
5900511011036;1285400
4607072903695;1200838
4607037120020;1022114
4603883157548;1236020
4810226052242;1278084
2365317000000;1230658
2365843000000;1235901
3077050200992;1100856
3014260243548;1071069
4690388052218;1261184
2369333000000;1261230
4680018083835;1270160
2302675000000;1013073
4791045003199;1048931
8596136101077;1275742
4030969844953;1222321
2366096000000;2011281
4791021932185;1253905
8718158695444;1285950
4660004560106;1219013
8410179002088;1008403
4620018810154;1286253
9311043082962;1261136
4602353026650;1145935
8033120611896;1218143
4607099304079;1260440
4607024761366;1263824
2371476000000;1274293
4041811017371;1050578
4680007210488;1282405
4680007212925;1282709
8410179002637;1032964
4670024800014;1287933
4600702099324;1254350
4607007335188;1216280
4810213009280;1258810
2100011039063;1281774
4607167172098;1144306
4895124469781;1164222
8714100706282;1270800
24602009267615;1273181
4650064810488;1279429
4607174435087;1282624
6002269000429;1288611
4600697101743;1102399
4012448321292;1048733
5055539122001;1279159
2100010992857;2011633
4612732840012;1262890
4607001776536;1265912
4650067271064;1267824
4603883106522;1236065
5902704995789;1045576
5702015593342;1285349
4607019831142;1250607
4602009397882;1278852
4601713000804;1034656
4607023840086;1126968
4605825001230;1164922
4639201301119;1253240
2371682000000;2013288
4605082000199;1185169
8719202245004;1285900
4607040319541;1225631
4607039920123;1044712
2302132000000;1010516
8427894007960;1269591
2352661000000;1036566
8410492003458;1234451
4602323006675;1194462
2365943000000;2011211
2363074000000;1200555
8005020008410;1246672
4670018996938;1287941
3543534964389;1021834
4600728002230;1111397
4603767004555;1269814
4607029482860;1077570
5900516691240;1052457
4680007214530;1282656
2307383000000;2004833
4601159075190;1165415
4607031149522;1243615
4627103780613;1284807
4660019650335;1272532
4600893900805;1012500
9334214012469;1152572
2352120000000;2001519
8711295463464;1286021
4750605011647;1217035
4810168037550;1276922
4607024150818;1062678
2359706000000;2008236
2366281000000;2011420
8410337001533;1269130
4770179182826;1179878
5900861043350;1065605
5900861143623;1071155
4680007214295;1282338
2372055000000;2013394
4600605018699;1124405
9772072968007;1199030
2367278000000;2011710
2100010598820;1114350
4600657411509;1263778
4600288000820;1006459
4606895000567;1016875
4602606010955;1264408
5908271901994;1052808
2321919000000;2006744
9001414141700;1261213
2369508000000;1263141
5900516302948;1201590
4607132826094;1284140
4607163412938;1263315
2306947000000;2003935
4680007810107;1167051
4000281615500;1187598
4605362006217;1094479
4015100185119;1045131
4670008560262;1247490
2100010941725;2010798
4602365001065;1040970
4750025894011;1266380
4607136397613;1255247
4607025399797;1032122
7613035312678;1258706
2369320000000;1261116
4607130446799;1265626
5906812001165;1282187
5900084208796;1189699
4750001950205;1273389
4610011225826;1280360
2491276000000;2013890
3900000077767;1041698
4606779762208;1272585
80050100;1276371
4607174431348;1282565
4607174439467;1282869
4620006000109;1189163
4680002710396;1274762
4601823004235;1273435
4640000530082;1258480
4770265046544;1104332
8690757001959;1030036
8710445016963;1288140
4650070120137;1260303
4606088017433;1287058
4607017373262;1169635
2305560000000;2003653
8591022351468;1252374
4770119210015;1259804
4630007834801;1264355
8719202033656;1283917
5000174511871;1018918
4607075793804;1215431
4603934000250;1241975
8714100706206;1267525
2372794000000;1285797
4605290001513;1210192
4600702095968;1265328
4015400069966;1000600
5900273132161;1050633
4607106444323;1265377
4610007390026;1224868
4001515552332;1257752
4813163001120;1286573
8001090015921;1272429
7622210210920;1240686
4015000609081;1251193
4600236004092;1283012
4602271000251;1040621
5900657281201;1078741
42179306;1112858
4607109842348;1233025
4640013603117;1264189
4630012080446;1253820
4606284006323;1126305
4601201055279;1276060
8591022383919;1275694
80050124;1030897
2490629000000;2012811
2363990000000;1212495
4607052502856;1178015
2305171000000;1042698
4640010209879;1274805
4770078194746;1284178
7800579193003;1257683
4605246002014;1031203
4620004252081;1233315
4650062591044;1279543
4607039040234;1241937
4607044605947;1246122
3142762610008;1278163
4015000981897;1251200
2353864000000;1090177
3600541480155;1244674
4601751000118;1189912
2362473000000;2009475
8594002272494;1216580
8591022346303;1261275
2353565000000;1088982
3574660195163;1196160
2100000982677;1070096
8004360016789;1277822
6952001056316;1288375
4604049090693;1242622
4607061251844;1222025
4860105081382;1273290
5907609379009;1247669
3492390001007;1055747
4680320000919;1279998
8003971340009;1194568
4607177741598;1174066
8000070019911;1008594
4605246012587;1280216
2371417000000;1273868
4607131422884;1145010
4811153039467;1281462
2100010899347;1209200
3574660177596;1003993
4607053475494;1030812
80025863;1030902
6900000084496;1288286
4005900335944;1270167
4042045008623;1225765
4600384006603;1031906
8591022365441;1257591
4600876000843;1261186
2364145000000;2010193
9772226638770;1257356
4600545031031;1048738
4630017460052;1269574
3046920017503;1252253
5702015867207;1285344
2301276000000;2000907
4607056955641;1271241
2491409000000;2014057
2354498000000;1093542
7804444001172;1093846
4627124823733;1287720
4770063228678;1204227
4605319001487;1237410
8011510015714;1283522
42176169;1081611
9000101029208;1280188
4607091769258;1252148
2365490000000;1232349
4601501482379;1279711
4690590100165;1286748
5904134279217;1284403
4631139925986;1284707
4607053220780;1157946
2372664000000;1284906
2303283000000;2001179
2371594000000;1275235
8004360027266;1268598
4607021097994;1275033
4607013390720;1246312
2366675000000;1242675
5907609345677;1226233
4607109401194;1041712
4603883247690;1282100
4600935000043;1032748
2491189000000;2013792
2300040000000;1034811
7622210704702;1279712
3600541944299;1274310
2359692000000;1159050
2353031000000;1038755
4607070521730;1180872
4680007212956;1282703
8410261206141;1196693
4600822901569;1263576
8718158728425;1271636
4601135200059;1001170
7322540595154;1268353
4607019501106;1018224
3900000065221;1040803
4607041133511;1175679
4603260010725;1126053
8308583390634;1082355
4690590086919;1286848
4600294006830;1141833
2490836000000;2003996
8718951100855;1279045
5707672982706;1249648
4620002680305;1209754
4602009332197;1263079
2354208000000;1091461
4607023701646;1236739
4030969890585;1196888
4891212130441;1273984
5902704992818;1253521
8712400764285;1030312
4680000720212;1279757
5055539117717;1279952
7311310267544;1080015
2355972000000;1123050
4607040318643;1177861
4600702082005;1157536
2365820000000;1235749
4607019830428;1206513
5906031021517;1233284
2372762000000;1285767
4607033641345;1255689
2364450000000;1218431
4600697130903;1000153
4606284001809;1256698
4607032230311;1253281
3600541989429;1275626
4627098960847;1286957
8719202217384;1281273
2366119000000;2011258
8591022274477;1196600
4602441000678;1001866
9771813131779;1261994
4820012598946;1278463
4607177072715;1140454
4607065377946;1279393
4607039920680;1047612
4627096300324;1268350
2100011043527;1285185
3600541202146;1205039
4690591021278;1286992
4606993145603;1262821
4627124823931;1287788
8711293015436;1200280
4601248016998;1237252
4620002034498;1286821
2100011017368;1257891
8308583628744;1016463
2364124000000;2010171
2358022000000;1143432
8000000417930;1172553
4690434041357;1279989
4008455387413;1197020
 ;2010679
4607056214281;1248323
40122366;1097911
5000159450058;1186150
5904134629197;1284479
4627082807257;1281454
4810213001932;1043678
5701922180904;1266250
4607029480460;1085747
4005900398703;1279752
2372886000000;2013994
2368223000000;1252213
4015000976336;1236374
4607117910046;1226595
4640009920235;1274932
4000415143800;1007362
4605627009250;1287647
4008576303521;1064886
4606088019123;1287069
6934626091743;1287459
4607179830252;1248438
652341408924;1264743
4015000999076;1223187
4607001850106;1032870
8001810903477;1001189
5900288005603;1042412
5901549880465;1279213
4750605172423;1267804
4008400320328;1011968
4750605014198;1264137
2369340000000;1261400
4607129550186;1104577
4811473033251;1237460
2491155000000;2013722
8308583342367;1021658
4690361056271;1277959
2356835000000;2007383
5904134340719;1284285
4013900965474;1285246
4680007200434;1282431
4002221028449;1266594
7930060932115;1287855
2369383000000;1262115
4630007839554;1282417
4680019152714;1282715
5900778311245;1287477
5901468219353;1274841
4607055250433;1267071
4018077668135;1279530
4600697101514;1030767
4607049180524;1123884
4600604044897;1069378
6965191434376;1285595
2491203000000;2013814
8591022110027;1175254
4002966000724;1020434
2369348000000;1261881
4600338004969;1187252
5000159425513;1126438
4750605172300;1267812
4690361056585;1277990
4607072901158;1188695
5054563014818;1276124
4650058460262;1206078
5000159453721;1200219
4015400880950;1265968
2305630000000;1048132
4791021002574;1214085
4001515671019;1253954
8718158021281;1283896
4680020480103;1287509
2372974000000;1288038
2100011042391;1285074
4606203064601;1276915
4601772000203;1027055
5010994833671;1257693
4607038270373;1285426
4600699507406;1283709
4015100198492;1283405
2353920000000;1090348
4680007210211;1207684
4601787006139;1010928
8308583379769;1029377
2305851000000;2003977
4660006888833;1284913
4607044863392;1224068
5902704993372;1062988
2360920000000;1171691
5904134660688;1284351
1100000047049;1255359
4620766702664;1279802
3600521119563;1025931
4002575422092;1226589
4607054761244;1268468
4607012700674;1027138
8591022399811;1276493
5900084178013;1101680
4607179831440;1259674
4607091767711;1252006
4670018800754;1273313
4630016231691;1277855
4627103783614;1268599
2490193000000;2012192
4607019500024;1018227
5900516300593;1034148
2305696000000;1045670
4015100190304;1276531
8718158734280;1285889
7613036071291;1284852
4030969801642;1059517
4607044750401;1284733
4600338004242;1197918
3600541111134;1205042
4607074062956;1213255
4607091482164;1238848
4607177762944;1235410
4606842001944;1063017
71737499009;1055752
4607037167797;1254791
8410261206158;1205737
4612742720014;1037337
2372938000000;1287888
7800000052114;1257682
2305460000000;1048076
4607044750036;1187301
9785903400393;1238392
3294180000142;1280582
2302564000000;2001056
4005900424433;1266166
4034668102581;1279891
2367660000000;1248507
2356865000000;1131233
4891212102783;1276868
2370150000000;1267658
4607106440349;1010482
8410179002699;1032961
3574661148434;1242001
4607168440776;1241872
4690361056332;1277965
9002859072253;1281143
3600541739970;1259215
46035486;1198164
4008576003636;1064823
2368815000000;2012334
4605966001380;1044948
7804444001004;1073131
4607183230093;1093739
4030969804667;1281489
8593838987718;1042950
5902814842522;1042176
4607072710071;1001605
8809193043618;1251073
4690361056530;1277985
4607029349125;1018189
2490995000000;2013525
4041752708734;1282108
2366165000000;2011333
8033604824354;1216511
8718158352835;1286183
2368156000000;2012122
4630003483256;1281056
4600712007531;1144384
4600104021176;1198882
4660011130897;1285824
2751011281503;1041877
5902704001299;1061047
6939153800431;1264343
3574660559552;1147868
4607010736484;1267645
4691212050080;1274527
4605516016895;1280714
9002490100070;1030769
4607042431388;1030463
2370169000000;1268012
4016369661772;1229539
8300497330218;1144068
8711700863957;1222082
4627124824624;1287798
4670016473912;1287957
8300081155838;1248583
4680007214523;1282657
4640010205710;1254535
7311312001436;1271859
2370957000000;2013058
2303100000000;2001273
7930061180041;1276423
4607071480241;1041788
8591022390597;1281837
2372094000000;1279016
4600492310012;1105713
6965191433881;1285510
5013112080018;1229437
2100010966094;1234220
2371085000000;1270920
4607052401272;1240991
7622210345806;1259450
6900541201772;1071807
2491161000000;2013742
4606547000624;1066963
2490219000000;2009575
4601916000304;1095182
8719202232929;1286204
1110000021925;1278433
4895124470343;1184677
4018077771859;1129204
5900288013813;1229645
2100011037021;1254006
4601842001512;1005586
3416830280210;1178935
74299057854;1159909
4607058972172;1280992
4600605022986;1278199
8719202285345;1286028
4605922008057;1224578
5904134300386;1284278
4627074431866;1281520
8308583553275;1132098
4627098770217;1268286
4627098470063;1260155
4607071580361;1103861
4601216011512;1266977
2368450000000;1254034
4607003861353;1248612
4602441015108;1277339
4690502005441;1283513
6965979080238;1247052
4606420003582;1248020
5000159413572;1093044
8711200555635;1257259
8711295883132;1285903
5904134300294;1284459
5903355003359;1061349
4008102003260;1031714
5902814847978;1248577
8714789423166;1272422
4030969875506;1278706
2491119000000;2013691
4607006370562;1044732
4607179351283;1137156
4670015950964;1249987
4607051159648;1242203
7622210762542;1281707
4630017461578;1284844
4605463005737;1281403
8718158514745;1281906
4030969807484;1072165
4630014080864;1287452
4690388003951;1168896
3031449510628;1024939
4670016477989;1287499
8591022333174;1240919
8001040416303;1249918
7804320349114;1175776
2302143000000;1010574
4607029230065;1175106
5000387905412;1279066
2362067000000;2009303
5902704999411;1062977
4627124824105;1287713
4811473033473;1237459
4740018135597;1007910
4605966001205;1044840
4600452015988;1258972
8693048090045;1135919
4810226054420;1270076
4603341000232;1281887
4630008860076;1177384
4600605022245;1258115
8308583740798;1234581
2365190000000;2010905
8590301094133;1206335
4690590100639;1286750
8002210500105;1269145
4607811903139;1254871
4607056950042;1270969
8591022365519;1261294
5908241717532;1288232
7702018291038;1226079
2372541000000;1283684
4606338001649;1104202
4850008150100;1226350
2305351000000;2004226
4750605041088;1244951
8300081553917;1244440
8420701102445;1097160
5902882000572;1168804
4005808571482;1168508
4680007210198;1207686
4607179351580;1269807
2372926000000;1287680
4607111034151;1272577
4600712003908;1173964
4660014250790;1275567
4791045003380;1023706
2100010971364;1237144
4680007215162;1287543
4005900064592;1241997
8718158138101;1271956
4602112203339;1094422
5908259891095;1052776
2366618000000;2011538
4605319000237;1151091
4620017450160;1279252
2322241000000;2006793
4600689603477;1243744
4606419001995;1006606
8032621983679;1284109
8591022110881;1194781
5038862100304;1249764
2491164000000;2013752
5000159380850;1049880
4650065521994;1230604
2368278000000;2012149
4607020030411;1117755
2354694000000;1112433
4607160462684;1264004
2362134000000;1189686
5941132003543;1099001
4690590101711;1286891
2305356000000;2003550
7640157150123;1268310
4607048693520;1278454
4607174439405;1282866
4600697070698;1001529
4630014081229;1287567
4690228027079;1253477
5201306806708;1259786
4607025396833;1034686
8714100707586;1268554
2372803000000;1285807
4600104025792;1236626
5029053534527;1130976
2356407000000;1126668
4631011976082;1247754
2361014000000;1173112
8300497256327;1000704
4600765025483;1255270
8712561306577;1232611
2490015000000;2003994
4606272040049;1270196
4690590079928;1287071
4607144734752;1286429
2361441000000;1178166
4030969800249;1059511
4680007212734;1282684
4601674034818;1268841
4101730003111;1097870
5000267165240;1086201
2283042319271;1152841
6908520300003;1262275
4631136136996;1191611
2363133000000;1201371
4003301066283;1280041
5000159381178;1053953
4750042302698;1230942
5904134800718;1284222
8591022367247;1277731
8711600914766;1197101
4627117320027;1269068
2100010690548;2007438
4660011132303;1270839
76104121;1284630
2100010997494;1246561
4607039921007;1047632
8591022341285;1242465
8591022359723;1261298
2371948000000;1277861
4607031240854;1276106
4607029482419;1258847
2352685000000;1036621
5900288020996;1046345
4600712008002;1082592
8591022334898;1261101
4607121292855;1222199
8591177079583;1279461
4607114690248;1163220
2353949000000;1090521
4607016245348;1259547
59022091;1052510
2009800135460;1287309
4606811000411;1049401
4005808589494;1168505
4810226012253;1237504
4601775001344;1232077
9001414015506;1005953
5906992339003;1275725
4603209000398;1103094
2491096000000;2013621
2307376000000;2004824
2100011032262;1274593
8001090588319;1288242
3600541021471;1175041
4607035653957;1246994
4602009403224;1278867
2100010778758;1155800
4607003610593;1135005
4602445000810;1123143
2354732000000;1112705
7930061180157;1276734
2000077138581;1238242
8714100718841;1288363
4607021099516;1272908
2367764000000;1249452
4607154771341;1253273
4690228009297;1156484
4607146498027;1157034
5904134660787;1284357
4610007392082;1288114
764389132768;1190872
8717163044698;1001532
5200103280483;1273541
9000101094596;1284584
4607174436152;1282314
7311311006425;1283564
4605561011104;1279179
2322622000000;2006834
2321664000000;2006724
2302838000000;2000861
2366064000000;1237874
4605645003117;1251607
4606272037278;1268651
7622210441195;1259456
6990351431674;1285484
3574661238982;1257827
8719202364941;1285933
4601117000011;1067308
8591022399767;1276490
4606338000031;1242535
3600541135659;1197353
4627124824266;1287812
8426325082255;1056306
2272366352439;1238388
6900000084458;1288282
4015400687733;1262962
4640009495702;1274552
8308583336380;1016272
4602112210535;1261246
8718158269737;1223548
8308583390337;1082340
3179070188110;1152085
4607070493679;1287142
7311310034542;1271860
4630009180135;1241977
6920629356118;1053608
4600632000117;1187207
5903111819057;1253924
4606272010295;1143486
4005808588824;1007588
5055539122810;1279942
4607041134464;1204912
8591022371862;1260977
4607052401388;1240989
2359403000000;1155815
9120020762212;1275321
8693048042204;1191157
8711295591648;1271434
8711295743092;1281290
4891212101700;1204635
2360576000000;1166353
4607174437067;1282278
4690219126934;1273006
2305274000000;2004365
7610859114334;1268395
4607043162915;1268837
4607054760025;1110918
5902814845523;1042265
4680034320297;1280505
4627104425346;1280306
5904134973405;1284219
4600682496472;1233870
5996379377902;1252598
4690232032380;1258477
2358904000000;1151723
4607310106888;1277310
46078490;1141071
2100011028104;1269655
4030969866269;1278688
4604909000145;1280878
4600702098167;1241126
4607139650760;1198500
2367275000000;2011707
4005808052356;1231829
2358792000000;1150521
5029053534619;1135805
6927659394110;1286678
6934626091682;1287231
4602242002215;1256276
4607065730246;1283208
8024194022015;1253294
8436024297065;1270716
8711700858304;1221059
3600523014033;1275206
4002221008083;1008647
4810226009925;1270089
6920354813085;1238511
8591022250433;1188060
2100011043596;1285192
4607163095872;1281701
4607037165700;1164551
8718158823359;1271652
4603883019464;1153978
4607811902354;1254866
2301392000000;1033644
4601132493447;1196832
4600712002680;1143145
4607072713485;1253247
4810226068335;1278140
4034668701296;1279856
4607174434578;1282904
4607398300024;1286931
5901583759307;1287475
4600286103783;1261146
2100011029552;1270928
6900000084663;1288296
4680004249672;1213642
87157109;1037393
4002966000090;1066690
4612733310071;1056122
8719202330168;1285928
3035134126101;1056623
4607010732073;1241590
4607001836162;1275232
9073215011346;1019561
4607123280768;1258861
4627098283427;1278194
4034668549843;1279845
4813163001021;1286581
4631136126607;1117617
4607163093304;1219613
4660004513294;1256787
4601512006144;1120658
4605319009537;1280328
4603209000510;1103579
4602248009515;1266822
4601296000635;1191521
9002859044670;1288576
4607050696403;1280143
2100010967442;2011124
5902704990043;1281853
2368591000000;1254994
2309404000000;2006638
4603209001838;1244010
4601540000695;1030642
8412276174873;1248543
2359719000000;1159729
2100010946669;2010892
4605966004510;1032783
8719202218909;1286099
4678903000173;1102519
4744183019034;1282932
6927066289191;1286661
2009800135927;1287355
1010000029580;1136560
8591022337806;1245934
4605664002702;1202238
4601129600155;1125673
4607018295822;1038807
4640021120163;1276296
4600286001201;1001863
4607175852746;1177699
7622210467003;1281715
4605922013044;1248534
1110000022038;1278435
9772309181018;1268566
4607177741703;1094817
4101730003876;1044114
4600697192321;1032666
2274491303263;1152827
8719202313833;1285898
4850031000571;1077957
4690502004055;1244127
8690506482671;1272489
8033604844260;1226170
2206733611416;1238282
4640005061260;1273334
4620002683580;1111401
6900201600426;1273575
5902704003750;1268094
54024502;1031579
4607030205397;1270227
2100010971326;1237141
4670000730014;1113147
4607025854470;1258432
2372431000000;1282162
4680007214172;1282668
2368804000000;1256544
4620000430087;1115574
8300081056760;1032328
4620769270351;1252603
4750605041040;1244947
8938500969034;1112222
9772412867007;1008420
8300081553894;1244438
8308583299562;1032269
4631136089643;1287939
4770044192851;1288120
4603883154141;1214702
5000281033273;1276364
4631136138037;1259490
4605246007842;1166073
2491426000000;2014069
2491357000000;2013973
4602009500565;1273179
4002575045178;1243273
4015400075097;1035280
4670323100747;1277297
4600697171197;1004938
4606088016573;1287023
8714100704660;1240479
4605290003326;1268083
4600104023088;1172345
2364958000000;1225946
4740012023494;1122543
9772227159007;1240175
4822013141244;1258468
4630003483263;1281057
4791021012504;1040721
4607016282473;1246532
4607078487557;1281396
8585002600073;1224428
2490207000000;2012206
4820008126177;1288642
4680007204050;1282743
4030969891032;1196887
4030969850565;1239500
2227477648711;1288419
2309444000000;1100777
2365866000000;2011182
4030969805053;1150597
4008033435369;1276993
2000000886473;1152969
4810213010231;1275487
8591022373163;1273228
4607174579965;1262670
42316077;1277059
4891212803048;1276976
87126655;1031186
4630007830872;1282459
4603014001078;1114278
4690361056417;1277973
4620008990835;1252580
5038862132060;1277942
2100000178773;1111779
4607031149379;1252290
8711200567584;1215135
6911400355925;1286788
5000159390712;1038117
4607034473334;1282223
746775035372;1285325
5010182990827;1023185
3700015800738;1135788
8719202337242;1286101
2370812000000;1270225
7942361015596;1279198
2369225000000;1260307
4606420005302;1262824
4690479006984;1278673
4606180005468;1042838
4680004248576;1213648
7610859151001;1268391
4750011849629;1273393
4606420004985;1262823
2491210000000;2013822
4607003860738;1037636
8710438158311;1040794
4850002050147;1114507
5900942133758;1283452
8032098000022;1288609
4013900972816;1258295
8006883821703;1192992
4607065002688;1132700
2369648000000;2012615
4750024401043;1141713
4670019580303;1274672
2005374760015;1288391
2371683000000;2013289
4601388000864;1101889
2305947000000;2003860
4604075031769;1236741
4680007200441;1282418
2009800136337;1287395
4670009102539;1287605
2307219000000;2004216
6934521054942;1287169
4606779623103;1175529
4690591021230;1286995
2100000002108;1085444
4606272036615;1258944
4607041134600;1198733
2100000026821;1039940
4619853785116;1119915
3031449510451;1024936
6927480617877;1287189
4620747371568;1276597
8693048043317;1257735
5902704003460;1266197
4602009417580;1278864
8591022371824;1261450
9771608984016;1055888
8435185944160;1250778
2364249000000;2010296
2305926000000;2003876
4600823821187;1271719
8591022135730;1211242
2358302000000;1146217
4607174435681;1282570
4690388055509;1288184
4605463003238;1218757
4601501089158;1276216
8300497010653;1141949
2366776000000;1243179
8422795001598;1250379
5903978396357;1264463
4607033691548;1235844
4603014007728;1277335
4607129634114;1274522
8591022286678;1205456
5904134660565;1284345
8591022246184;1221777
4690228020735;1239642
4770119210930;1259803
2358211000000;1145383
4640010208483;1265741
4607031478073;1287999
4680003503782;1210496
4850009600055;1267666
4770349227531;1280861
5011321656857;1114575
4607016853741;1191003
8600462028691;1271020
8719202359589;1286123
1070000040015;1278641
4052396004328;1277701
4600999006524;1253451
4610000620137;1146200
2354920000000;1113876
4810387000649;1157979
4607016241104;1008298
4810823004781;1049004
4607056214212;1055131
2305425000000;2004515
4810268023323;1241481
4770190035286;1045538
4607001777236;1277513
5905187112957;1271274
5900657271806;1209242
4606284012270;1258985
4606599001525;1237648
4650001780584;1283021
4680021060076;1276300
4660011279039;1277028
4612733310057;1069844
4607062861417;1203081
5908241702194;1156040
4607004890161;1054455
2100001018832;1064614
4607084413571;1003252
4610003251789;1229655
4604248016203;1280260
4690502002945;1223711
2372942000000;1287894
2371702000000;2013280
4602541005795;1017662
5701922102784;1039379
4606993116429;1174035
4680007213939;1282366
2372681000000;1284834
4607134380754;1275545
4603444015874;1256693
4600702025989;1003815
4606065010044;1183801
3574661115122;1260493
4600754503152;1181686
4607084120011;1102293
5905548903453;1259658
4605561009729;1253116
4620006840453;1151284
4606202000105;1002968
4607167171770;1144327
5904134930194;1284234
4791021006831;1214099
4601780009106;1279104
2368954000000;1257547
4600935200146;1251116
4690434040695;1279988
4607099307254;1288506
4670012881612;1279523
4607065377229;1272424
4601662002522;1213230
2365454000000;2010980
8591022341254;1242466
2100011028562;1270234
4813163000987;1286577
4740018135825;1045281
4610009000800;1251562
4770044193179;1288122
4607051709287;1288625
9000100965101;1260943
4607070523222;1230530
4640010209169;1265791
4600925002330;1174719
4607022661866;1266511
4600712007760;1274357
4630014500324;1279423
8591022274460;1216481
4607096414528;1224976
3574661306599;1272645
2491370000000;2013993
4610007433563;1285582
4607012704047;1275225
8003030996482;1224173
3035130401103;1086310
3259357109004;1256435
2308560000000;1098458
4620004251404;1251237
4650064281202;1258090
8719202268355;1286065
4612745003183;1268038
4607016285085;1246536
5904134279156;1284398
4015100195347;1114574
46122254;1223251
6411200109815;1277440
880730140340;1065372
2365639000000;1233492
8591022322314;1228277
8809052585983;1253329
4015000983686;1236668
4607017211748;1048993
3250390801054;1099905
8594403704235;1264546
46186652;1276323
4607175854511;1204117
4601351009207;1283234
5902704996021;1020793
8308583834312;1226164
4607070521396;1111956
8591022365502;1257604
4690228018428;1241784
2369008000000;2012455
4770190108270;1270218
4750001943818;1207849
4607003044305;1272016
4627089430663;1259590
4601216010690;1247168
4601481072553;1252636
5904134631251;1284333
2369969000000;1265816
4600528353020;1267838
4601159072885;1042505
4605082000083;1185168
2300449000000;2000839
4101730007324;1286586
2364196000000;1214895
40122526;1008083
4600682663447;1254694
4601674006501;1000324
8719202308150;1286136
4600697192482;1185776
6923282002538;1255322
4607050692375;1167257
4606284001779;1269235
6900000086131;1288326
887961310252;1285672
4627124825539;1288525
4605142032320;1284588
4607039571134;1260377
4600338000237;1043076
4630003660824;1272516
4607174439498;1282480
4600294000562;1093759
8006393308268;1206753
4000607854606;1007367
4607040316137;1079365
4603566000246;1145159
4650064284869;1280498
2304559000000;2006556
8007880727807;1267561
2100010862723;2009566
5902814847442;1248574
4600754502773;1158353
3760205903885;1266443
4006581001753;1191148
4605632243137;1101940
4015000914161;1202871
4600528354546;1286624
8711295673849;1283909
5903116708561;1042066
4601728012861;1230607
4604248006938;1221228
9000100980814;1255225
2301463000000;1110955
2366094000000;2011279
4601296006651;1285846
5702015594462;1285343
54881008594;1031189
5014761295099;1257679
6911400346633;1286780
2100000008612;1014033
7613031583362;1062435
4601339005009;1067183
7613034416247;1239179
4606088006680;1286926
2356359000000;1126235
4002221018129;1154800
4101940131611;1280961
2306765000000;2003939
3600522365648;1230224
3263286346683;1080173
3287144104017;1100908
2306686000000;2003882
4600702086737;1188240
7322540595130;1268354
2302517000000;2001506
2372421000000;1281732
8412276695323;1187604
4600702025996;1003814
4620009353240;1206102
4607032310068;1044068
5902704995932;1020789
4600712005834;1173950
4680320000506;1278375
8591022236796;1182774
6938196800118;1279879
4620765160021;1216364
4005808588497;1254790
8600133106086;1106080
46187444;1283193
4770608256074;1284862
4610000622070;1280025
4607129634077;1274518
4606149001128;1251098
7640157150116;1268309
4607078140179;1033561
4602358003489;1268460
3600522929260;1268963
4601899004436;1102781
2370246000000;1268314
4607124141099;1197272
2372535000000;1283552
4810226052327;1284095
4680007214660;1282646
4605370002621;1263846
4680023462298;1285742
5412956293057;1227265
4650069734284;1288170
2302922000000;1014064
4600699510956;1275185
9120048699064;1279958
4607179350873;1251746
4607078146416;1098669
4607002225583;1091484
4603014001108;1114272
4607047730059;1032043
4610016197821;1286387
2371460000000;2013213
4601916005811;1262791
3295890188113;1262522
4607044860469;1223989
4601728013424;1269128
4640016741403;1270996
4606901007498;1243166
4670018996785;1287864
8436024291223;1048684
3251092006099;1094799
4607174434752;1282325
5010994945206;1285266
4607037122345;1285252
2491373000000;2013996
2366296000000;2011441
5905710004889;1256132
8719202264159;1286035
4606711700947;1174760
2100011033054;2013294
6901733042876;1256492
2372934000000;1287884
4607065373160;1258934
2371501000000;1274456
4015000914154;1202870
4601754001723;1160135
8591022321294;1228383
4600702094206;1222017
4607174437272;1282583
2100011029569;1270929
4600492340019;1002990
4015400649687;1275954
9007253103206;1241306
4606055964326;1267763
4607166903150;1213864
2371261000000;1272087
4600702083507;1003764
8591022377000;1273342
4015100180510;1268352
4600346600030;1206555
4607117890904;1014135
4084500694064;1255826
7610400071703;1000282
2362090000000;1188972
4605627000899;1031781
2300558000000;2000815
4607124141532;1236146
8308583255117;1173434
2354422000000;2005271
6934611636676;1287218
4600001958971;1265978
6903095880004;1262246
4607005090089;1097970
2306072000000;2004225
2307695000000;2005085
4680007214387;1282626
8710103673712;1276656
2371507000000;1274569
4650061333157;1261375
9000100775502;1223501
4606272028528;1223197
2354606000000;1112075
4601201053220;1277053
4750050341511;1041021
9771994828772;1104416
4002442051851;1046267
4600439923480;1274819
4630014441450;1271051
4606207174153;1287111
5413149397842;1017600
4750001002621;1247351
4901301509079;1217211
4607091482553;1233344
8693048091738;1278707
2360682000000;1168065
4607027833091;1197006
3192371025373;1087395
4607005090119;1097969
4602009403248;1278902
2367973000000;1251025
4606207140318;1287246
4650082890707;1283876
4607051159631;1242202
2321915000000;2006740
4606088017235;1287052
